,Record Number,Token,predicted,expected
1620,2111,Shoulder,Type,Type
1621,2111,Bag,Type,Type
1622,2111,Black,Color,Color
1623,2111,❤,Brand,No Tag
1624,2121,JUDITH LEIBER,Brand,Brand
1625,2121,Chocolate Bar,Model,Product Line
1626,2121,Minaudiere,Style,Style
1627,2121,Bag,Type,Type
1628,2121,Silver,Color,Color
1629,2121,Yellow,Color,Color
1630,2121,Gold,Color,Color
1631,2121,Crystals,Accents,Accents
1632,2131,GUCCI,Brand,Brand
1633,2131,80 's,Theme,Theme
1634,2131,Cross Body,Type,Type
1635,2131,Bag,Type,Type
1636,2141,ALEXANDER WANG,Brand,Brand
1637,2141,Taupe,Color,Color
1638,2141,Grey,Color,Color
1639,2141,Dumbo,Size,No Tag
1640,2141,Leather,Material,Material
1641,2141,Rose,Color,Color
1642,2141,Gold,Color,Color
1643,2141,Studded,Accents,Accents
1644,2141,Rocco,Model,Model
1645,2141,Duffle,Type,Type
1646,2141,Bag,Type,Type
1647,2151,Vera Bradley,Brand,Brand
1648,2151,Large,Size,Size
1649,2151,Traveler,Occasion,Model
1650,2151,Duffel,Type,Type
1651,2151,Bag,Type,Type
1652,2151,Floral,Pattern,Pattern
1653,2151,Pink,Color,Color
1654,2151,Brown,Color,Color
1655,2151,Red,Color,Color
1656,2161,Shopping,Type,Type
1657,2161,Basket,Type,Type
1658,2161,Shopper,Type,Type
1659,2161,Trolley,Type,Type
1660,2161,baroque,Theme,Obscure
1661,2161,taupe,Color,Color
1662,2171,GUCCI,Brand,Brand
1663,2171,Soho,Product Line,Model
1664,2171,GG,Brand,Brand
1665,2171,Blue,Color,Color
1666,2171,Denim,Fabric Type,Fabric Type
1667,2171,Brown,Color,Color
1668,2171,Leather,Material,Material
1669,2171,Tassel,Accents,Accents
1670,2171,Chain,Handle/Strap Material,Handle/Strap Material
1671,2171,Shoulder,Type,
1672,2171,Straps,Type,
1673,2171,Bag,Type,Type
1674,2171,Purse,Type,Type
1675,2181,Summer,Season,Season
1676,2181,Chains,Handle/Strap Material,Handle/Strap Material
1677,2181,Shoulder,Type,Type
1678,2181,Bag,Type,Type
1679,2181,Women,Department,Department
1680,2181,Purse,Type,Type
1681,2181,Handbags,Type,Type
1682,2181,Luxury,Theme,Theme
1683,2181,Crossbody,Type,Type
1684,2181,Bags,Type,Type
1685,2191,LOUIS VUITTON,Brand,Brand
1686,2191,POCHETTE,Product Line,Product Line
1687,2191,COSMETIC,Type,Type
1688,2191,POUCH,Type,Type
1689,2191,BAG,Type,Type
1690,2191,PURSE,Type,Type
1691,2191,DAMIER,Product Line,Product Line
1692,2191,N47516 CA2077,MPN,
1693,2201,Luv,Product Line,Product Line
1694,2201,Betsey Johnson,Brand,Brand
1695,2201,pink,Color,Color
1696,2201,floral,Pattern,Pattern
1697,2201,shoulder,Type,Type
1698,2201,backpack,Type,Type
1699,2201,travelers,Occasion,Occasion
1700,2201,overnight,Occasion,Occasion
1701,2211,LOUIS VUITTON,Brand,Brand
1702,2211,Sac,Model,
1703,2211,Shopping,Type,
1704,2211,Shoulder,Type,Type
1705,2211,Tote,Type,Type
1706,2211,Bag,Type,Type
1707,2211,Monogram,Pattern,Pattern
1708,2211,Leather,Material,Material
1709,2211,M51108 39MQ378,MPN,MPN
1710,2221,Cowhide,Material,Material
1711,2221,Saddle,Type,Type
1712,2221,Leather,Material,Material
1713,2221,Crossbody,Type,Type
1714,2221,Western,Style,Style
1715,2221,Saddlebag,Type,Type
1716,2221,Handbag,Type,Type
1717,2221,Conchos,Accents,No Tag
1718,2231,ANGELKISS,Brand,Brand
1719,2231,Women,Department,Department
1720,2231,Soft,Features,Features
1721,2231,Washed,Fabric Type,Fabric Type
1722,2231,PU Leather,Material,Material
1723,2231,Handbag,Type,Type
1724,2231,Tote,Type,Type
1725,2231,Satchel,Type,Type
1726,2231,Shoulder,Type,
1727,2231,Bag,Type,
1728,2241,LOUIS VUITTON,Brand,Brand
1729,2241,Triangle,Style,Style
1730,2241,Messenger,Type,Type
1731,2241,Bag,Type,Type
1732,2241,M45070,MPN,MPN
1733,2241,Tuffetage,Model,Accents
1734,2241,Monogram,Pattern,Pattern
1735,2241,Canvas,Fabric Type,Fabric Type
1736,2241,Brown,Color,Color
1737,2251,GUESS,Brand,Brand
1738,2251,Juliet,Model,
1739,2251,Girlfriend,Department,
1740,2251,Dome,Style,Style
1741,2251,Satchel,Type,Type
1742,2251,Bag,Type,Type
1743,2251,Purse,Type,Type
1744,2251,Quilted,Features,Features
1745,2251,Signature,Pattern,Pattern
1746,2251,Charm,Accents,Accents
1747,2261,Lady,Product Line,
1748,2261,DIOR,Brand,
1749,2261,Medium,Size,Size
1750,2261,D-Lite,Model,Model
1751,2261,Bag,Type,Type
1752,2271,VERA BRADLEY,Brand,Brand
1753,2271,Classic,Model,No Tag
1754,2271,RASPBERRY,Color,Color
1755,2271,FIZZ,Pattern,Color
1756,2271,Cotton,Material,Material
1757,2271,Dufflel,Type,Type
1758,2271,Handbag,Type,Type
1759,2271,9.5,"Measurement, dimension",
1760,2271,x7x5,"Measurement, dimension",
1761,2281,Samsonite,Brand,Brand
1762,2281,DLX Spinner,Model,
1763,2281,Carry-On,Type,Type
1764,2281,Luggage,Type,Type
1765,2281,Large,Size,Size
1766,2281,Blue,Color,Color
1767,2281,Travel,Occasion,Occasion
1768,2281,Bag,Type,Type
1769,2291,Women,Department,Department
1770,2291,Corduroy,Fabric Type,
1771,2291,Canvas,Fabric Type,
1772,2291,Tote,Type,Type
1773,2291,Bag,Type,Type
1774,2291,Bag,Type,Type
1775,2291,Shoulder,Type,Type
1776,2291,Handbag,Type,Type
1777,2291,Shopping,Type,Type
1778,2291,Bags,Type,Type
1779,2291,Casual Beach,Occasion,Occasion
1780,2291,Bag,Type,Type
1781,2291,Bag,Type,Type
1782,2301,SONDRA ROBERTS,Brand,Brand
1783,2301,BLACK,Color,Color
1784,2301,LEATHER,Material,Material
1785,2301,HOBO,Type,Type
1786,2301,TOTE,Type,Type
1787,2301,BAG,Type,Type
1788,2301,TASSELS,Accents,Accents
1789,2301,REMOVEABLE,Features,
1790,2311,Westend,Brand,Brand
1791,2311,Crossbody,Type,Type
1792,2311,Sling,Handle Style,Handle Style
1793,2311,Bag,Type,Type
1794,2311,Reversible,Features,Features
1795,2311,Strap,Handle Style,Handle Style
1796,2321,Louis Vuitton,Brand,Brand
1797,2321,Damier,Product Line,Product Line
1798,2321,Ebene,Color,Color
1799,2321,Canvas,Fabric Type,Fabric Type
1800,2321,Leather,Material,Material
1801,2321,Verona MM,Model,Model
1802,2321,Bag,Type,Type
1803,2331,Women Ladies,Department,Department
1804,2331,Shoulder,Type,Type
1805,2331,Bag,Type,Type
1806,2331,CANVAS,Fabric Type,Fabric Type
1807,2331,MESSENGER,Type,Type
1808,2331,HANDBAGS,Type,Type
1809,2331,CROSSBODY,Type,Type
1810,2331,Bags,Type,Type
1811,2331,Men,Department,Department
1812,2341,LOUIS VUITTON,Brand,Brand
1813,2341,Monogram,Pattern,Pattern
1814,2341,Cerises Cherries,Model,Model
1815,2341,Pochette,Product Line,Product Line
1816,2341,Clutch,Type,Type
1817,2341,Pouch,Type,Type
1818,2341,Bag,Type,Type
1819,2351,Womens,Department,Department
1820,2351,Cork Leather,Material,Material
1821,2351,Clutch Bag,Type,Type
1822,2351,Eco Friendly,Features,Features
1823,2351,Cross Body,Type,Type
1824,2351,Handbag,Type,Type
1825,2361,KAVU,Brand,Brand
1826,2361,Sidewinder,Model,Product Line
1827,2361,Crossbody,Type,Type
1828,2361,Bag,Type,Type
1829,2361,Pineapple Express,Pattern,Pattern
1830,2371,NEW-VALENTINA,Brand,Brand
1831,2371,GOLD,Color,Color
1832,2371,SUEDE+COGNAC LEATHER,Material,
1833,2371,TOTE,Type,Type
1834,2371,CROSSBODY,Type,Type
1835,2371,HAND BAG,Type,
1836,2381,Chanel,Brand,Brand
1837,2381,Tote,Type,Type
1838,2381,Bag,Type,Type
1839,2381,Black,Color,Color
1840,2381,PVC,Material,Material
1841,2391,Bag,Type,Type
1842,2391,Skin,Material,
1843,2401,GUCCI,Brand,Brand
1844,2401,Leather,Material,Material
1845,2401,Bamboo,Product Line,Product Line
1846,2401,Lavender,Color,Color
1847,2401,Shoulder,Type,Type
1848,2401,Bag,Type,Type
1849,2401,Fringe,Accents,Accents
1850,2401,GS2039,MPN,MPN
1851,2411,Christian Dior,Brand,Brand
1852,2411,Grained Calfskin,Material,
1853,2411,Cannage,Pattern,Pattern
1854,2411,Large,Size,Size
1855,2411,Supple,Features,No Tag
1856,2411,Lady Dior,Product Line,Product Line
1857,2411,Mauve,Color,Color
1858,2421,GUCCI,Brand,Brand
1859,2421,Boston,Type,Type
1860,2421,Bag,Type,Type
1861,2421,Black,Color,Color
1862,2421,Nylon,Material,Material
1863,2431,LOUIS VUITTON,Brand,Brand
1864,2431,Sac Depaule,Model,Model
1865,2431,M80155,MPN,MPN
1866,2431,Noir,Color,Color
1867,2431,Cuir,Color,Material
1868,2431,Black,Color,Color
1869,2431,Epi,Material,Material
1870,2431,VI0956,MPN,No Tag
1871,2431,Shoulder,Type,Type
1872,2431,Bag,Type,Type
1873,2441,Louis Vuitton,Brand,Brand
1874,2441,Monogram,Pattern,Pattern
1875,2441,Canvas,Fabric Type,Fabric Type
1876,2441,Montsouris,Model,Model
1877,2441,Backpack,Type,Type
1878,2441,MM,Model,Model
1879,2441,Women 's,Department,Department
1880,2451,Michael Kors,Brand,Brand
1881,2451,Bedford,Model,Model
1882,2451,Large,Size,Size
1883,2451,Signature,Pattern,Pattern
1884,2451,Shoulder,Type,Type
1885,2451,Bag,Type,Type
1886,2461,Louis Vuitton,Brand,Brand
1887,2461,FELICIE,Model,Model
1888,2461,POCHETTE,Product Line,Product Line
1889,2461,Monogram,Pattern,Pattern
1890,2461,Empreinte,Accents,Accents
1891,2461,Leather,Material,Material
1892,2461,Turtledove,Color,
1893,2471,Cross Body,Type,Type
1894,2471,Western,Style,Style
1895,2471,Purse,Type,Type
1896,2481,Prada,Brand,Brand
1897,2481,Saffiano Borsa,Material,Material
1898,2481,Black,Color,Color
1899,2481,Leather,Material,Material
1900,2481,Shoulder,Type,Type
1901,2481,Tote,Type,Type
1902,2481,Handbag,Type,Type
1903,2491,Gucci,Brand,Brand
1904,2491,Crossbody,Type,Type
1905,2491,Bag,Type,Type
1906,2501,Moschino Couture Jeremy Scott X UNIVERSAL DRACULA,Brand,
1907,2501,CROSSBODY,Type,Type
1908,2501,BAG,Type,Type
1909,2511,Jonathan Adler,Brand,Brand
1910,2511,Women 's,Department,Department
1911,2511,Blue,Color,Color
1912,2511,Tote,Type,Type
1913,2511,Duchess,Model,Model
1914,2511,Honeycomb,Model,Pattern
1915,2511,Medium,Size,Size
1916,2511,Eastwest,Style,No Tag
1917,2521,COACH,Brand,Brand
1918,2521,Madison,Product Line,Product Line
1919,2521,Small,Size,Size
1920,2521,Orange,Color,Color
1921,2521,Leather,Material,Material
1922,2521,Satchel,Type,Type
1923,2521,Tote,Type,Type
1924,2521,Handbag,Type,Type
1925,2531,Brighton,Brand,Brand
1926,2531,Vela Ferrara,Brand,
1927,2531,Nova,Model,
1928,2531,Leather,Material,Material
1929,2531,Crossbody,Type,Type
1930,2541,COACH,Brand,Brand
1931,2541,Swagger,Model,Model
1932,2541,"27 ""","Measurement, dimension","Measurement, dimension"
1933,2541,BUTTERFLY,Pattern,Pattern
1934,2541,glove,Type,Color
1935,2541,tanned,Fabric Type,Color
1936,2541,leather,Material,Material
1937,2551,LARGE,Size,Size
1938,2551,Prada,Brand,Brand
1939,2551,Avant Garde,Model,Model
1940,2551,fur,Material,Material
1941,2551,shearling,Fabric Type,Fabric Type
1942,2551,RUNWAY,Model,Product Line
1943,2551,purse,Type,Type
1944,2551,Bag,Type,Type
1945,2561,Hammitt,Brand,
1946,2561,Daniel,Model,
1947,2561,Black,Color,Color
1948,2561,Medium,Size,Size
1949,2561,Strap,Handle Style,Handle Style
1950,2561,Leather,Material,Material
1951,2561,Bag,Type,Type
1952,2561,Purse,Type,Type
1953,2561,Purse,Type,Type
1954,2561,Gunmetal,Hardware Material,Hardware Material
1955,2561,Handbag,Type,Type
1956,2561,Purse,Type,Type
1957,2561,Purse,Type,Type
1958,2571,CHANEL,Brand,Brand
1959,2571,Mini,Size,Size
1960,2571,Matelasse,Pattern,Pattern
1961,2571,Chain,Handle/Strap Material,Handle/Strap Material
1962,2571,Shoulder,Type,Type
1963,2571,Bag,Type,Type
1964,2571,Lambskin,Material,Material
1965,2571,Red,Color,Color
1966,2581,Tumi,Brand,Brand
1967,2581,Voyageur Mauren,Model,Model
1968,2581,Business Casual,Occasion,Occasion
1969,2581,Tote,Type,Type
1970,2581,Bag,Type,Type
1971,2581,African,Theme,Theme
1972,2581,Floral,Pattern,Pattern
1973,2581,Carry-All,Type,Type
1974,2591,Louis Vuitton,Brand,Brand
1975,2591,Canvas,Fabric Type,Fabric Type
1976,2591,Antigua Cabas MM,Model,Model
1977,2591,Red,Color,Color
1978,2591,handbag,Type,Type
1979,2591,shoulder,Type,Type
1980,2591,bag,Type,Type
1981,2591,M40034,MPN,MPN
1982,2601,BALENCIAGA,Brand,Brand
1983,2601,BAG,Type,Type
1984,2601,BAG,Type,Type
1985,2601,BAG,Type,Type
1986,2601,SHOULDER,Type,Type
1987,2601,BAG CLUTCH,Type,
1988,2601,BAG,Type,Type
1989,2601,BAG,Type,Type
1990,2601,BAG,Type,Type
1991,2601,SUEDE LEATHER,Material,Material
1992,2601,LOGO,Accents,Accents
1993,2611,LOUIS VUITTON,Brand,Brand
1994,2611,RAVELLO GM,Model,Model
1995,2611,HAND BAG,Type,Type
1996,2611,PURSE,Type,Type
1997,2611,DAMIER,Product Line,Product Line
1998,2611,EBENE,Color,Color
1999,2611,N60006,MPN,MPN
2000,2621,Louis Vuitton,Brand,Brand
2001,2621,Handbag,Type,Type
2002,2621,Damier,Product Line,Product Line
2003,2621,PM,Model,Model
2004,2631,RED,Color,Color
2005,2631,LEATHER,Material,Material
2006,2631,HOBO,Type,Type
2007,2631,SHOULDER,Type,Type
2008,2631,BAG,Type,Type
2009,2631,BAG,Type,Type
2010,2631,HANDBAG,Type,Type
2011,2631,PURSE,Type,Type
2012,2631,BAG,Type,Type
2013,2631,BAG,Type,Type
2014,2641,Louis Vuitton,Brand,Brand
2015,2641,Berkeley,Model,Model
2016,2641,N52000,MPN,MPN
2017,2641,Damier,Product Line,Product Line
2018,2641,Boston,Type,Type
2019,2641,Hand Bag,Type,Type
2020,2641,Purse,Type,Type
2021,2641,Brown,Color,Color
2022,2641,Gold,Color,Color
2023,2641,France,Country/Region of Manufacture,Country/Region of Manufacture
2024,2641,LV,Brand,Brand
2025,2651,Anime,Theme,Theme
2026,2651,Purse,Type,Type
2027,2651,Bag Pack,Type,Type
2028,2651,Panda,Pattern,
2029,2651,Pouches,Type,Type
2030,2651,Shoulder Strap,Handle Style,Handle Style
2031,2661,VERA BRADLEY,Brand,Brand
2032,2661,DESERT CARDINALS,Model,Model
2033,2661,RFID,Features,Features
2034,2661,GRAB & GO,Model,
2035,2661,WRISTLET,Handle Style,Handle Style
2036,2661,WALLET,Type,Type
2037,2671,Lululemon,Brand,Brand
2038,2671,Belt,Type,Style
2039,2671,Cross Body,Type,Type
2040,2671,Bag,Type,Type
2041,2671,Fanny Pack,Type,Type
2042,2671,Black,Color,Color
2043,2671,Mesh,Fabric Type,Fabric Type
2044,2671,Adjustable,Features,Features
2045,2681,LOUIS VUITTON,Brand,Brand
2046,2681,Logo,Accents,Accents
2047,2681,Luco,Model,Model
2048,2681,Shoulder,Type,Type
2049,2681,Tote,Type,Type
2050,2681,Bag,Type,Type
2051,2681,Monogram,Pattern,Pattern
2052,2681,Leather,Material,Material
2053,2681,Brown,Color,Color
2054,2681,M51155 72ML359,MPN,MPN
2055,2691,Dooney & Bourke,Brand,Brand
2056,2691,City,Model,Model
2057,2691,Patent,Material,Material
2058,2691,Barlow,Style,Style
2059,2691,Bag,Type,Type
2060,2701,Roxy Adventurer,Model,
2061,2701,Canvas,Fabric Type,Fabric Type
2062,2701,Backpack,Type,Type
2063,2701,Charcoal,Color,Color
2064,2701,Grey,Color,Color
2065,2711,Camp Collection,Brand,Brand
2066,2711,Dip Dye,Model,Pattern
2067,2711,Market,Occasion,Occasion
2068,2711,Tote,Type,Type
2069,2711,Pink,Color,Color
2070,2711,Ombré,Color,Color
2071,2721,GUCCI,Brand,Brand
2072,2721,Black,Color,Color
2073,2721,Canvas,Fabric Type,Fabric Type
2074,2721,Leather,Material,Material
2075,2721,Travel Weekend,Occasion,Occasion
2076,2721,Duffle,Type,Type
2077,2721,Bag,Type,Type
2078,2731,gucci,Brand,Brand
2079,2731,boston,Type,Type
2080,2731,handbag,Type,Type
2081,2731,Scarf,Type,No Tag
2082,2741,HERMES,Brand,Brand
2083,2741,Fourre Tout,Product Line,Product Line
2084,2741,MM,Model,Model
2085,2741,Hand,Type,Type
2086,2741,Tote,Type,Type
2087,2741,Bag,Type,Type
2088,2741,Canvas,Fabric Type,Fabric Type
2089,2741,Black,Color,Color
2090,2741,Navy,Color,Color
2091,2751,SEE,Product Line,
2092,2751,CHLOE,Brand,
2093,2751,Camel,Color,Color
2094,2751,Beige,Color,Color
2095,2751,Leather,Material,Material
2096,2751,Buckle,Closure,Closure
2097,2751,Tote,Type,Type
2098,2751,Bag,Type,Type
2099,2761,logo,Accents,Accents
2100,2761,Gucci,Brand,Brand
2101,2761,Messenger,Type,Type
2102,2761,Bag,Type,Type
2103,2771,GOYARD,Brand,Brand
2104,2771,Artois PM,Model,Model
2105,2771,Tote,Type,Type
2106,2771,Bag,Type,Type
2107,2771,Gray,Color,Color
2108,2771,Herringbone,Pattern,Pattern
2109,2771,Purse,Type,Type
2110,2771,Coating Canvas,Fabric Type,Fabric Type
2111,2771,Woman,Department,Department
2112,2781,Chanel,Brand,Brand
2113,2781,Beige,Color,Color
2114,2781,Leather,Material,Material
2115,2781,Handbag,Type,Type
2116,2791,ladies,Department,Department
2117,2791,clutch,Type,Type
2118,2791,clutch,Type,Type
2119,2791,purse,Type,Type
2120,2791,woven,Fabric Type,Fabric Type
2121,2791,sea grass island,Pattern,
2122,2791,silk,Material,
2123,2791,flowers,Pattern,
2124,2791,clutch,Type,Type
2125,2791,clutch,Type,Type
2126,2801,Fendi,Brand,Brand
2127,2801,Black,Color,Color
2128,2801,Mesh,Fabric Type,Fabric Type
2129,2801,FF Logo,Accents,Accents
2130,2801,Tote,Type,Type
2131,2801,Bag,Type,Type
2132,2811,Louis Vuitton,Brand,Brand
2133,2811,Louis Vuitton,Brand,Brand
2134,2811,Bags,Type,Type
2135,2811,Louis Vuitton,Brand,Brand
2136,2811,Louis Vuitton,Brand,Brand
2137,2811,Keepall,Product Line,Product Line
2138,2811,55,Model,Model
2139,2811,Damier,Product Line,Product Line
2140,2811,Graphite,Color,Color
2141,2811,Duffle,Type,Type
2142,2811,Bag,Type,Type
2143,2821,Hermes,Brand,Brand
2144,2821,Wallet,Type,Type
2145,2821,Purse,Type,Type
2146,2821,Bifold,Style,Style
2147,2821,Fourre Tout,Product Line,Product Line
2148,2821,Woman unisex,Department,
2149,2831,GUCCI,Brand,Brand
2150,2831,BAMBOO,Product Line,Product Line
2151,2831,Handbag,Type,Type
2152,2831,Leather,Material,Material
2153,2841,Faux Leather,Material,Material
2154,2841,GRAY,Color,Color
2155,2841,Zippered,Closure,Closure
2156,2841,Envelope,Type,Type
2157,2841,Chain,Handle/Strap Material,Handle/Strap Material
2158,2841,Crossbody,Type,Type
2159,2841,Clutch,Type,Type
2160,2841,Purse,Type,Type
2161,2841,Bag,Type,Type
2162,2851,B. Makowsky,Brand,Brand
2163,2851,Glove leather,Material,
2164,2851,Convertible,Features,Features
2165,2851,Hobo,Type,Type
2166,2851,Gringe,Accents,No Tag
2167,2851,Chain,Handle/Strap Material,Handle/Strap Material
2168,2851,Pink,Color,Color
2169,2861,Chanel,Brand,Brand
2170,2861,CC logo,Accents,Accents
2171,2861,Caviar,Product Line,Product Line
2172,2861,Tote,Type,Type
2173,2861,Bag,Type,Type
2174,2861,Black,Color,Color
2175,2871,Balenciaga,Brand,Brand
2176,2871,Hand Bag,Type,Type
2177,2871,The,Model,Model
2178,2871,City,Product Line,Product Line
2179,2871,Red,Color,Color
2180,2871,Leather,Material,Material
2181,2881,KATE SPADE,Brand,Brand
2182,2881,LOLA AVENUE LIA,Model,Model
2183,2881,Leather,Material,Material
2184,2881,Crossbody,Type,Type
2185,2881,Satchel,Type,Type
2186,2881,Tote,Type,Type
2187,2881,handbag,Type,Type
2188,2881,CUBANELL,Color,No Tag
2189,2891,BURBERRY,Brand,Brand
2190,2891,Small,Size,Size
2191,2891,Leah,Model,Model
2192,2891,Shoulder,Type,Type
2193,2891,Bag,Type,Type
2194,2891,Clutch,Type,Type
2195,2891,check,Pattern,
2196,2901,Jonathan Adler + Clinique,Brand,
2197,2901,Geometric,Pattern,Pattern
2198,2901,Pom Pom,Pattern,Accents
2199,2901,Large,Size,Size
2200,2901,Tote,Type,Type
2201,2901,Bag,Type,Type
2202,2901,Bag,Type,Type
2203,2901,Beach,Occasion,Occasion
2204,2901,Bag,Type,Type
2205,2901,Bag,Type,Type
2206,2901,Purse,Type,Type
2207,2911,Susan Winget,Brand,Brand
2208,2911,Book,Type,Type
2209,2911,Bag,Type,Type
2210,2911,Tote,Type,Type
2211,2911,Red,Color,Color
2212,2911,Schoolhouse,Occasion,Pattern
2213,2921,VERA BRADLEY,Brand,Brand
2214,2921,KNOT,Accents,Accents
2215,2921,JUST A CLUTCH,Model,Model
2216,2921,BERRY,Model,
2217,2921,PAISLEY,Pattern,Pattern
2218,2921,HANDBAG,Type,Type
2219,2931,CHANEL,Brand,Brand
2220,2931,A03571,MPN,No Tag
2221,2931,CC Mark,Accents,Brand
2222,2931,Matelasse,Pattern,Pattern
2223,2931,Chain,Handle/Strap Material,Handle/Strap Material
2224,2931,Shoulder,Type,Type
2225,2931,Bag,Type,Type
2226,2931,Lambskin Leather,Material,Material
2227,2931,Black,Color,Color
2228,2931,gold,Color,Color
2229,2941,Chanel,Brand,Brand
2230,2941,19,Model,Model
2231,2941,Handbag,Type,Type
2232,2941,21K,Hardware Material,Model
2233,2941,White,Color,Color
2234,2941,Black,Color,Color
2235,2951,Western Horse,Style,
2236,2951,Handbag,Type,Type
2237,2951,Feather,Accents,
2238,2951,Tassel,Accents,
2239,2951,Conceal Carry,Product Line,Product Line
2240,2951,Country,Style,No Tag
2241,2951,Tote,Type,Type
2242,2951,Purse,Type,Type
2243,2951,Wallet,Type,Type
2244,2961,Disney,Brand,Brand
2245,2961,Vera Bradley,Brand,Brand
2246,2961,Garden,Pattern,Obscure
2247,2961,Wristlet,Handle Style,Handle Style
2248,2961,Cosmetic,Type,Type
2249,2961,Bag,Type,Type
2250,2971,Derun,Brand,Brand
2251,2971,Blue,Color,Color
2252,2971,Jean,Model,Fabric Type
2253,2971,Satchel,Type,Type
2254,2971,Purse,Type,Type
2255,2981,Prada,Brand,Brand
2256,2981,Purse,Type,Type
2257,2981,Black,Color,Color
2258,2981,Black,Color,Color
2259,2981,Satin,Material,Material
2260,2981,Evening,Occasion,Occasion
2261,2981,Bag,Type,Type
2262,2981,Black,Color,Color
2263,2981,Black,Color,Color
2264,2981,Beaded Dangling,Accents,Accents
2265,2981,S,Size,Size
2266,2991,Khalo,Type,Model
2267,2991,Cross Over,Type,
2268,2991,bag,Type,Type
2269,3001,Gucci x Balenciaga,Product Line,Product Line
2270,3001,Womens,Department,Department
2271,3001,The Hacker Project,Model,Model
2272,3001,Small,Size,Size
2273,3001,GG Marmont,Product Line,Product Line
2274,3001,Handbag,Type,Type
2275,3001,Black,Color,Color
2276,3011,LOUIS VUITTON,Brand,Brand
2277,3011,Damier,Product Line,Product Line
2278,3011,Wine,Color,
2279,3011,carrier,Type,
2280,3011,Bottle case,Type,Features
2281,3011,Hand Bag,Type,Type
2282,3011,DamierCanvas,Product Line,No Tag
2283,3021,LOUIS VUITTON,Brand,Brand
2284,3021,Speedy 30,Model,Model
2285,3021,Travel,Occasion,Occasion
2286,3021,Hand Bag,Type,Type
2287,3021,Monogram,Pattern,Pattern
2288,3021,Leather,Material,Material
2289,3021,Brown,Color,Color
2290,3021,M41526,MPN,MPN
2291,3031,Gucci,Brand,Brand
2292,3031,Cosmetic,Type,Type
2293,3031,Case,Type,Obscure
2294,3031,Printed,Features,Features
2295,3031,GG,Brand,Brand
2296,3031,Coated Canvas,Fabric Type,Fabric Type
2297,3041,VALENTINO GARAVANI,Brand,Brand
2298,3041,Rockstud,Accents,Accents
2299,3041,VA VA VOOM,Model,Model
2300,3041,clutch,Type,Type
2301,3041,bag,Type,Type
2302,3041,Water,Color,Color
2303,3041,Rose,Color,Color
2304,3041,Pink,Color,Color
2305,3051,Crossbody,Type,Type
2306,3051,Organizer,Type,Type
2307,3051,Bag,Type,Type
2308,3051,Purse,Type,Type
2309,3051,Black,Color,Color
2310,3051,Brown,Color,Color
2311,3051,"8 "" x","Measurement, dimension",
2312,3051,Faux Leather,Material,Material
2313,3061,Dooney & Bourke,Brand,Brand
2314,3061,Saffiano,Material,Material
2315,3061,Lexington,Model,Model
2316,3071,Wayuu,Brand,Brand
2317,3071,Mochila,Model,Type
2318,3071,Colombian,Country/Region of Manufacture,Country/Region of Manufacture
2319,3071,Bag,Type,Type
2320,3071,Large,Size,Size
2321,3071,Fall Floral,Pattern,Pattern
2322,3081,BURBERRY LONDON,Brand,Brand
2323,3081,BLUE LABEL,Product Line,Product Line
2324,3081,Nylon,Material,Material
2325,3081,Canvas,Fabric Type,Fabric Type
2326,3081,Leather,Material,Material
2327,3081,White,Color,Color
2328,3081,Red,Color,Color
2329,3081,Tote,Type,Type
2330,3081,Bag,Type,Type
2331,3091,LOUIS VUITTON,Brand,Brand
2332,3091,M42397,MPN,MPN
2333,3091,Handbag,Type,Type
2334,3091,Speedy,Model,
2335,3091,Bandolier 20,Model,
2336,3091,Monogram,Pattern,Pattern
2337,3091,EMPREINTE,Model,
2338,3091,Empreinte,Accents,
2339,3101,Cross Body,Type,Type
2340,3101,Bag,Type,Type
2341,3101,Handbag,Type,Type
2342,3101,Silver,Color,Color
2343,3101,Metallic,Color,Color
2344,3101,chain,Handle/Strap Material,Handle/Strap Material
2345,3101,strap,Handle Style,Handle Style
2346,3111,Brahmin,Brand,Brand
2347,3111,Mini,Size,Size
2348,3111,Asher,Model,Model
2349,3111,Satchel,Type,Type
2350,3111,Shoulder,Type,Type
2351,3111,Bag,Type,Type
2352,3111,Wallet,Type,Type
2353,3111,Sterling,Color,Color
2354,3111,Tri-Color,Color,No Tag
2355,3121,Halloween,Theme,Theme
2356,3121,Handbag,Type,Type
2357,3121,Purse,Type,Type
2358,3121,Michael Myers Pumpkin,Character,
2359,3121,Jack O Lantern,Theme,
2360,3121,Orange,Color,Color
2361,3131,GUCCI,Brand,Brand
2362,3131,chain,Handle/Strap Material,Obscure
2363,3131,shoulder strap,Handle Style,
2364,3131,Thiara,Model,Obscure
2365,3131,bag,Type,Obscure
2366,3141,Fendi,Brand,
2367,3141,Fila,Model,
2368,3141,Fira,Model,Model
2369,3141,2Way,Features,Features
2370,3141,Bag,Type,Type
2371,3151,HERMES,Brand,Brand
2372,3151,Kelly,Product Line,Product Line
2373,3151,28,Model,Model
2374,3151,Sellier Rouge H,Model,
2375,3151,Red,Color,Color
2376,3151,Alligator,Material,Material
2377,3161,Louis Vuitton,Brand,Brand
2378,3161,TIVOLI GM,Model,Model
2379,3161,Monogram,Pattern,Pattern
2380,3161,Brown,Color,Color
2381,3161,Canvas,Fabric Type,Fabric Type
